2020-12-07 21:12:683 INFO  BasePage :29 - Launching Chrome Browser
2020-12-07 23:12:303 INFO  LoginPage :42 - Entering email address : ritmjhsdfg123@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (f626cdc2b76851ee70acfe1ed6d4c3a7)] -> id: Email]
2020-12-07 23:12:387 INFO  LoginPage :49 - Entering password : adfsadf123 to password field : [[ChromeDriver: chrome on WINDOWS (f626cdc2b76851ee70acfe1ed6d4c3a7)] -> css selector: #Password]
2020-12-07 23:12:477 INFO  LoginPage :55 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (f626cdc2b76851ee70acfe1ed6d4c3a7)] -> xpath: //input[@class='button-1 login-button']]
2020-12-07 23:12:496 INFO  LoginPage :66 - Getting error text from [[ChromeDriver: chrome on WINDOWS (f626cdc2b76851ee70acfe1ed6d4c3a7)] -> xpath: //div[@class = 'message-error validation-summary-errors']]
2020-12-07 23:12:653 INFO  BasePage :29 - Launching Chrome Browser
2020-12-07 23:12:742 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (5faeeacf23fa62cfb0acf085d715a40a)] -> xpath: //a[@class='ico-register']]
2020-12-07 23:12:762 INFO  RegistrationPage :142 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (5faeeacf23fa62cfb0acf085d715a40a)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:156 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:283 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:302 INFO  RegistrationPage :142 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:385 INFO  RegistrationPage :63 - click on Gender [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:476 INFO  RegistrationPage :71 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:529 INFO  RegistrationPage :78 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:571 INFO  RegistrationPage :85 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:612 INFO  RegistrationPage :91 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:651 INFO  RegistrationPage :97 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:757 INFO  RegistrationPage :104 - send Email Id to [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:847 INFO  RegistrationPage :111 - send Company Name [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:896 INFO  RegistrationPage :117 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:984 INFO  RegistrationPage :124 - send password to field[[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:67 INFO  RegistrationPage :131 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:135 INFO  RegistrationPage :137 - Clicks on Registeration Button [[ChromeDriver: chrome on WINDOWS (2f40e8f541a18d566b45b037d441faaf)] -> xpath: //input[@id='register-button']]
2020-12-08 15:12:135 INFO  RegistrationPage :148 - Verifies Successful Registration
2020-12-08 15:12:635 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:601 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:618 INFO  RegistrationPage :144 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:683 INFO  RegistrationPage :63 - click on Gender [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:862 INFO  RegistrationPage :72 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:993 INFO  RegistrationPage :80 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:34 INFO  RegistrationPage :87 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:81 INFO  RegistrationPage :93 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:130 INFO  RegistrationPage :99 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:239 INFO  RegistrationPage :106 - send Email Id to [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:332 INFO  RegistrationPage :113 - send Company Name [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:386 INFO  RegistrationPage :119 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:471 INFO  RegistrationPage :126 - send password to field[[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:555 INFO  RegistrationPage :133 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (80c6545a0103f87e5389fe91262fa2cf)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:989 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:168 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:185 INFO  RegistrationPage :155 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:331 INFO  RegistrationPage :64 - click on Gender [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:484 INFO  RegistrationPage :73 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:618 INFO  RegistrationPage :81 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:731 INFO  RegistrationPage :89 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:775 INFO  RegistrationPage :96 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:821 INFO  RegistrationPage :103 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:922 INFO  RegistrationPage :111 - send Email Id to [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:12 INFO  RegistrationPage :119 - send Company Name [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:62 INFO  RegistrationPage :126 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:147 INFO  RegistrationPage :134 - send password to field[[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:230 INFO  RegistrationPage :142 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (18da8adb96a0c1894d76af29dbe688f5)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:187 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:181 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:199 INFO  RegistrationPage :156 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:328 INFO  RegistrationPage :64 - click on Gender [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:472 INFO  RegistrationPage :73 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:600 INFO  RegistrationPage :81 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:705 INFO  RegistrationPage :89 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:748 INFO  RegistrationPage :96 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:800 INFO  RegistrationPage :103 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:900 INFO  RegistrationPage :111 - send Email Id to [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:989 INFO  RegistrationPage :119 - send Company Name [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:42 INFO  RegistrationPage :126 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:132 INFO  RegistrationPage :134 - send password to field[[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:211 INFO  RegistrationPage :142 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (ec5199bb25effc6ecb462ecc341483a6)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:524 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:530 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:549 INFO  RegistrationPage :156 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:689 INFO  RegistrationPage :64 - click on Gender [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:858 INFO  RegistrationPage :73 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:00 INFO  RegistrationPage :81 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:109 INFO  RegistrationPage :89 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:154 INFO  RegistrationPage :96 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:195 INFO  RegistrationPage :103 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:298 INFO  RegistrationPage :111 - send Email Id to [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:397 INFO  RegistrationPage :119 - send Company Name [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:451 INFO  RegistrationPage :126 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:541 INFO  RegistrationPage :134 - send password to field[[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:620 INFO  RegistrationPage :142 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (cbcaa281ebc6bb7ee31c0e8928bb163f)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:990 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:10 INFO  HomePage :36 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //a[@class='ico-register']]
2020-12-08 15:12:28 INFO  RegistrationPage :156 - Verify Registration Message [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //h1[contains(text(),'Register')]]
2020-12-08 15:12:164 INFO  RegistrationPage :64 - click on Gender [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //label[contains(text(),'Male')]]
2020-12-08 15:12:353 INFO  RegistrationPage :73 - clicks and sends First Name [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='FirstName']]
2020-12-08 15:12:466 INFO  RegistrationPage :81 - clicks and sends Last Name [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='LastName']]
2020-12-08 15:12:560 INFO  RegistrationPage :89 - selects date from the DropDown [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2020-12-08 15:12:642 INFO  RegistrationPage :96 - selects month from the Dropdown [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2020-12-08 15:12:721 INFO  RegistrationPage :103 - Selects Year from Dropdown [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //select[@name='DateOfBirthYear']//option[contains(text(),'2011')]]
2020-12-08 15:12:881 INFO  RegistrationPage :111 - send Email Id to [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='Email']]
2020-12-08 15:12:37 INFO  RegistrationPage :119 - send Company Name [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='Company']]
2020-12-08 15:12:139 INFO  RegistrationPage :126 - Selects Newsletter Checkbox [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='Newsletter']]
2020-12-08 15:12:280 INFO  RegistrationPage :134 - send password to field[[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='Password']]
2020-12-08 15:12:421 INFO  RegistrationPage :142 - send password to confirm password field [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='ConfirmPassword']]
2020-12-08 15:12:444 INFO  RegistrationPage :149 - Clicks on Registeration Button [[ChromeDriver: chrome on WINDOWS (ab4f663a813a610fea22042d6169c1f7)] -> xpath: //input[@id='register-button']]
2020-12-08 15:12:818 INFO  RegistrationPage :163 - Verifies Successful Registration
2020-12-08 15:12:176 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 15:12:106 INFO  ComputerPage :24 - Mouse Hovers on Computer Link [[ChromeDriver: chrome on WINDOWS (7d588052095b5cb884b0c45ffec0337a)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-12-08 15:12:128 INFO  ComputerPage :31 - Desktop Message Verification [[ChromeDriver: chrome on WINDOWS (7d588052095b5cb884b0c45ffec0337a)] -> xpath: //h1[contains(text(),'Computers')]]
2020-12-08 16:12:557 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 16:12:888 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 16:12:838 INFO  DesktopPage :44 - Mouse Hovers on Computer Link [[ChromeDriver: chrome on WINDOWS (e559433a0951647d600b28fae5c9e071)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-12-08 16:12:298 INFO  DesktopPage :60 - Clicks on Desktop Link Proxy element for: DefaultElementLocator 'By.xpath: //body/div[6]/div[3]/div[2]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]'
2020-12-08 16:12:533 INFO  DesktopPage :68 - sorts Z To A [[ChromeDriver: chrome on WINDOWS (e559433a0951647d600b28fae5c9e071)] -> id: products-orderby]
2020-12-08 16:12:820 INFO  DesktopPage :96 -  sorts AtoZ [[ChromeDriver: chrome on WINDOWS (e559433a0951647d600b28fae5c9e071)] -> id: products-orderby]
2020-12-08 16:12:880 INFO  DesktopPage :103 - Clicks on Add to cart Button [[ChromeDriver: chrome on WINDOWS (e559433a0951647d600b28fae5c9e071)] -> xpath: //input[@onclick='return AjaxCart.addproducttocart_catalog("/addproducttocart/catalog/1/1/1"),!1']]
2020-12-08 16:12:696 INFO  DesktopPage :110 - Verify Actual Message [[ChromeDriver: chrome on WINDOWS (e559433a0951647d600b28fae5c9e071)] -> xpath: //h1[contains(text(),'Build your own computer')]]
2020-12-08 17:12:450 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 17:12:555 INFO  DesktopPage :44 - Mouse Hovers on Computer Link [[ChromeDriver: chrome on WINDOWS (f415d9d32306c2d14b2eee1050efdbb4)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-12-08 17:12:902 INFO  DesktopPage :60 - Clicks on Desktop Link Proxy element for: DefaultElementLocator 'By.xpath: //body/div[6]/div[3]/div[2]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]'
2020-12-08 17:12:228 INFO  DesktopPage :68 - sorts Z To A [[ChromeDriver: chrome on WINDOWS (f415d9d32306c2d14b2eee1050efdbb4)] -> id: products-orderby]
2020-12-08 17:12:546 INFO  DesktopPage :96 -  sorts AtoZ [[ChromeDriver: chrome on WINDOWS (f415d9d32306c2d14b2eee1050efdbb4)] -> id: products-orderby]
2020-12-08 17:12:616 INFO  DesktopPage :103 - Clicks on Add to cart Button [[ChromeDriver: chrome on WINDOWS (f415d9d32306c2d14b2eee1050efdbb4)] -> xpath: //input[@onclick='return AjaxCart.addproducttocart_catalog("/addproducttocart/catalog/1/1/1"),!1']]
2020-12-08 17:12:586 INFO  DesktopPage :110 - Verify Actual Message [[ChromeDriver: chrome on WINDOWS (f415d9d32306c2d14b2eee1050efdbb4)] -> xpath: //h1[contains(text(),'Build your own computer')]]
2020-12-08 17:12:286 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 17:12:776 INFO  BasePage :29 - Launching Chrome Browser
2020-12-08 17:12:465 INFO  DesktopPage :44 - Mouse Hovers on Computer Link [[ChromeDriver: chrome on WINDOWS (a8e9d48b20770a6a8b64a5caa04d27ef)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
